"Jahr","Gemeinde_Nr","Gemeinde","Messkategorie","Wert","Einheit"
2014,219,"Elsau","35-L-Sack",10,"CHF"
2013,219,"Elsau","35-L-Sack",10,"CHF"
2012,219,"Elsau","35-L-Sack",10,"CHF"
2011,219,"Elsau","35-L-Sack",10,"CHF"
2010,219,"Elsau","35-L-Sack",10,"CHF"
2009,219,"Elsau","35-L-Sack",10,"CHF"
2008,219,"Elsau","35-L-Sack",10,"CHF"
2007,219,"Elsau","35-L-Sack",10,"CHF"
2006,219,"Elsau","Grundgebuehr",30,"CHF"
2005,219,"Elsau","Grundgebuehr",30,"CHF"
2004,219,"Elsau","Grundgebuehr",30,"CHF"
2003,219,"Elsau","Grundgebuehr",90,"CHF"
2002,219,"Elsau","Grundgebuehr",90,"CHF"
2001,219,"Elsau","Grundgebuehr",90,"CHF"
2000,219,"Elsau","Grundgebuehr",100,"CHF"
2022,219,"Elsau","35-L-Sack",1.8,"CHF"
2021,219,"Elsau","35-L-Sack",1.8,"CHF"
2020,219,"Elsau","35-L-Sack",1.8,"CHF"
2019,219,"Elsau","35-L-Sack",1.8,"CHF"
2018,219,"Elsau","35-L-Sack",1.8,"CHF"
2017,219,"Elsau","35-L-Sack",1.8,"CHF"
2016,219,"Elsau","35-L-Sack",1.8,"CHF"
2015,219,"Elsau","35-L-Sack",1.8,"CHF"
2014,219,"Elsau","35-L-Sack",1.8,"CHF"
2013,219,"Elsau","35-L-Sack",1.8,"CHF"
2012,219,"Elsau","35-L-Sack",1.8,"CHF"
2011,219,"Elsau","35-L-Sack",1.8,"CHF"
2010,219,"Elsau","35-L-Sack",1.8,"CHF"
2009,219,"Elsau","35-L-Sack",1.8,"CHF"
2008,219,"Elsau","35-L-Sack",1.8,"CHF"
2007,219,"Elsau","35-L-Sack",1.8,"CHF"
2006,219,"Elsau","35-L-Sack",1.8,"CHF"
2005,219,"Elsau","35-L-Sack",1.8,"CHF"
2004,219,"Elsau","35-L-Sack",1.8,"CHF"
2003,219,"Elsau","35-L-Sack",1.8,"CHF"
2002,219,"Elsau","35-L-Sack",1.8,"CHF"
2001,219,"Elsau","35-L-Sack",1.8,"CHF"
2000,219,"Elsau","35-L-Sack",1.8,"CHF"
2022,220,"Hagenbuch","Grundgebuehr",100,"CHF"
2021,220,"Hagenbuch","Grundgebuehr",100,"CHF"
2020,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2019,220,"Hagenbuch","Grundgebuehr",100,"CHF"
2018,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2017,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2016,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2015,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2014,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2013,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2012,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2011,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2010,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2009,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2008,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2007,220,"Hagenbuch","Grundgebuehr",50,"CHF"
2006,220,"Hagenbuch","Grundgebuehr",70,"CHF"
2005,220,"Hagenbuch","Grundgebuehr",70,"CHF"
2004,220,"Hagenbuch","Grundgebuehr",90,"CHF"
2003,220,"Hagenbuch","Grundgebuehr",110,"CHF"
2002,220,"Hagenbuch","Grundgebuehr",110,"CHF"
2001,220,"Hagenbuch","Grundgebuehr",110,"CHF"
2000,220,"Hagenbuch","Grundgebuehr",110,"CHF"
2022,220,"Hagenbuch","35-L-Sack",1.5,"CHF"
2021,220,"Hagenbuch","35-L-Sack",1.5,"CHF"
2020,220,"Hagenbuch","35-L-Sack",1.5,"CHF"
2019,220,"Hagenbuch","35-L-Sack",1.5,"CHF"
2018,220,"Hagenbuch","35-L-Sack",1.5,"CHF"
2017,220,"Hagenbuch","35-L-Sack",1.5,"CHF"
2016,220,"Hagenbuch","35-L-Sack",1.5,"CHF"
2015,220,"Hagenbuch","35-L-Sack",1.5,"CHF"
2014,220,"Hagenbuch","35-L-Sack",2,"CHF"
2013,220,"Hagenbuch","35-L-Sack",2,"CHF"
2012,220,"Hagenbuch","35-L-Sack",2,"CHF"
2011,220,"Hagenbuch","35-L-Sack",2,"CHF"
2010,220,"Hagenbuch","35-L-Sack",2,"CHF"
2009,220,"Hagenbuch","35-L-Sack",2,"CHF"
2008,220,"Hagenbuch","35-L-Sack",2,"CHF"
2007,220,"Hagenbuch","35-L-Sack",2,"CHF"
2006,220,"Hagenbuch","35-L-Sack",2,"CHF"
2005,220,"Hagenbuch","35-L-Sack",2.5,"CHF"
2004,220,"Hagenbuch","35-L-Sack",2,"CHF"
2003,220,"Hagenbuch","35-L-Sack",2,"CHF"
2002,220,"Hagenbuch","35-L-Sack",2,"CHF"
2001,220,"Hagenbuch","35-L-Sack",2,"CHF"
2000,220,"Hagenbuch","35-L-Sack",2,"CHF"
2022,221,"Hettlingen","Grundgebuehr",100,"CHF"
2021,221,"Hettlingen","Grundgebuehr",100,"CHF"
2020,221,"Hettlingen","Grundgebuehr",80,"CHF"
2019,221,"Hettlingen","Grundgebuehr",80,"CHF"
2018,221,"Hettlingen","Grundgebuehr",80,"CHF"
2017,221,"Hettlingen","Grundgebuehr",80,"CHF"
2016,221,"Hettlingen","Grundgebuehr",80,"CHF"
2015,221,"Hettlingen","Grundgebuehr",80,"CHF"
2014,221,"Hettlingen","Grundgebuehr",80,"CHF"
2013,221,"Hettlingen","Grundgebuehr",50,"CHF"
2012,221,"Hettlingen","Grundgebuehr",50,"CHF"
2011,221,"Hettlingen","Grundgebuehr",50,"CHF"
2010,221,"Hettlingen","Grundgebuehr",50,"CHF"
2009,221,"Hettlingen","Grundgebuehr",50,"CHF"
2008,221,"Hettlingen","Grundgebuehr",50,"CHF"
2007,221,"Hettlingen","Grundgebuehr",50,"CHF"
2006,221,"Hettlingen","Grundgebuehr",80,"CHF"
2005,221,"Hettlingen","Grundgebuehr",80,"CHF"
2004,221,"Hettlingen","Grundgebuehr",110,"CHF"
2003,221,"Hettlingen","Grundgebuehr",120,"CHF"
2002,221,"Hettlingen","Grundgebuehr",120,"CHF"
2001,221,"Hettlingen","Grundgebuehr",120,"CHF"
2000,221,"Hettlingen","Grundgebuehr",120,"CHF"
2022,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2021,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2020,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2019,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2018,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2017,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2016,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2015,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2014,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2013,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2012,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2011,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2010,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2009,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2008,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2007,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2006,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2005,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2004,221,"Hettlingen","35-L-Sack",1.6,"CHF"
2003,221,"Hettlingen","35-L-Sack",2,"CHF"
2002,221,"Hettlingen","35-L-Sack",2.4,"CHF"
2001,221,"Hettlingen","35-L-Sack",2.4,"CHF"
2000,221,"Hettlingen","35-L-Sack",2.4,"CHF"
2022,223,"Neftenbach","Grundgebuehr",80.8,"CHF"
2021,223,"Neftenbach","Grundgebuehr",80.8,"CHF"
2020,223,"Neftenbach","Grundgebuehr",80.8,"CHF"
2019,223,"Neftenbach","Grundgebuehr",80.8,"CHF"
2018,223,"Neftenbach","Grundgebuehr",80.8,"CHF"
2017,223,"Neftenbach","Grundgebuehr",81,"CHF"
2016,223,"Neftenbach","Grundgebuehr",81,"CHF"
2015,223,"Neftenbach","Grundgebuehr",81,"CHF"
2014,223,"Neftenbach","Grundgebuehr",81,"CHF"
2013,223,"Neftenbach","Grundgebuehr",81,"CHF"
2012,223,"Neftenbach","Grundgebuehr",81,"CHF"
2011,223,"Neftenbach","Grundgebuehr",81,"CHF"
2010,223,"Neftenbach","Grundgebuehr",80.7,"CHF"
2009,223,"Neftenbach","Grundgebuehr",80.7,"CHF"
2008,223,"Neftenbach","Grundgebuehr",80.7,"CHF"
2007,223,"Neftenbach","Grundgebuehr",80.7,"CHF"
2006,223,"Neftenbach","Grundgebuehr",75,"CHF"
2005,223,"Neftenbach","Grundgebuehr",80.7,"CHF"
2004,223,"Neftenbach","Grundgebuehr",75,"CHF"
2003,223,"Neftenbach","Grundgebuehr",75,"CHF"
2002,223,"Neftenbach","Grundgebuehr",85,"CHF"
2001,223,"Neftenbach","Grundgebuehr",85,"CHF"
2000,223,"Neftenbach","Grundgebuehr",85,"CHF"
2022,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2021,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2020,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2019,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2018,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2017,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2016,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2015,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2014,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2013,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2012,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2011,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2010,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2009,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2008,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2007,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2006,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2005,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2004,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2003,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2002,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2001,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2000,223,"Neftenbach","35-L-Sack",1.8,"CHF"
2022,224,"Pfungen","Grundgebuehr",100,"CHF"
2021,224,"Pfungen","Grundgebuehr",80,"CHF"
2020,224,"Pfungen","Grundgebuehr",80,"CHF"
2019,224,"Pfungen","Grundgebuehr",80,"CHF"
2018,224,"Pfungen","Grundgebuehr",80,"CHF"
2017,224,"Pfungen","Grundgebuehr",80,"CHF"
2016,224,"Pfungen","Grundgebuehr",80,"CHF"
2015,224,"Pfungen","Grundgebuehr",80,"CHF"
2014,224,"Pfungen","Grundgebuehr",80,"CHF"
2013,224,"Pfungen","Grundgebuehr",80,"CHF"
2012,224,"Pfungen","Grundgebuehr",80,"CHF"
2011,224,"Pfungen","Grundgebuehr",80,"CHF"
2010,224,"Pfungen","Grundgebuehr",80,"CHF"
2009,224,"Pfungen","Grundgebuehr",80,"CHF"
2008,224,"Pfungen","Grundgebuehr",80,"CHF"
2007,224,"Pfungen","Grundgebuehr",80,"CHF"
2006,224,"Pfungen","Grundgebuehr",80,"CHF"
2005,224,"Pfungen","Grundgebuehr",100,"CHF"
2004,224,"Pfungen","Grundgebuehr",100,"CHF"
2003,224,"Pfungen","Grundgebuehr",100,"CHF"
2002,224,"Pfungen","Grundgebuehr",100,"CHF"
2001,224,"Pfungen","Grundgebuehr",120,"CHF"
2000,224,"Pfungen","Grundgebuehr",90,"CHF"
2022,224,"Pfungen","35-L-Sack",1.8,"CHF"
2021,224,"Pfungen","35-L-Sack",1.8,"CHF"
2020,224,"Pfungen","35-L-Sack",1.8,"CHF"
2019,224,"Pfungen","35-L-Sack",1.8,"CHF"
2018,224,"Pfungen","35-L-Sack",1.8,"CHF"
2017,224,"Pfungen","35-L-Sack",1.8,"CHF"
2016,224,"Pfungen","35-L-Sack",1.8,"CHF"
2015,224,"Pfungen","35-L-Sack",1.8,"CHF"
2014,224,"Pfungen","35-L-Sack",1.8,"CHF"
2013,224,"Pfungen","35-L-Sack",1.8,"CHF"
2012,224,"Pfungen","35-L-Sack",1.8,"CHF"
2011,224,"Pfungen","35-L-Sack",1.8,"CHF"
2010,224,"Pfungen","35-L-Sack",1.8,"CHF"
2009,224,"Pfungen","35-L-Sack",1.8,"CHF"
2008,224,"Pfungen","35-L-Sack",1.8,"CHF"
2007,224,"Pfungen","35-L-Sack",1.8,"CHF"
2006,224,"Pfungen","35-L-Sack",1.8,"CHF"
2005,224,"Pfungen","35-L-Sack",1.8,"CHF"
2004,224,"Pfungen","35-L-Sack",1.8,"CHF"
2003,224,"Pfungen","35-L-Sack",1.8,"CHF"
2002,224,"Pfungen","35-L-Sack",1.8,"CHF"
2001,224,"Pfungen","35-L-Sack",1.8,"CHF"
2000,224,"Pfungen","35-L-Sack",1.8,"CHF"
2022,225,"Rickenbach","Grundgebuehr",80,"CHF"
2021,225,"Rickenbach","Grundgebuehr",80,"CHF"
2020,225,"Rickenbach","Grundgebuehr",80,"CHF"
2019,225,"Rickenbach","Grundgebuehr",80,"CHF"
2018,225,"Rickenbach","Grundgebuehr",80,"CHF"
2017,225,"Rickenbach","Grundgebuehr",80,"CHF"
2016,225,"Rickenbach","Grundgebuehr",60,"CHF"
2015,225,"Rickenbach","Grundgebuehr",60,"CHF"
2014,225,"Rickenbach","Grundgebuehr",60,"CHF"
2013,225,"Rickenbach","Grundgebuehr",60,"CHF"
2012,225,"Rickenbach","Grundgebuehr",60,"CHF"
2011,225,"Rickenbach","Grundgebuehr",60,"CHF"
2010,225,"Rickenbach","Grundgebuehr",60,"CHF"
2009,225,"Rickenbach","Grundgebuehr",80,"CHF"
2008,225,"Rickenbach","Grundgebuehr",80,"CHF"
2007,225,"Rickenbach","Grundgebuehr",80,"CHF"
2006,225,"Rickenbach","Grundgebuehr",110,"CHF"
2005,225,"Rickenbach","Grundgebuehr",110,"CHF"
2004,225,"Rickenbach","Grundgebuehr",110,"CHF"
2003,225,"Rickenbach","Grundgebuehr",110,"CHF"
2002,225,"Rickenbach","Grundgebuehr",110,"CHF"
2001,225,"Rickenbach","Grundgebuehr",110,"CHF"
2000,225,"Rickenbach","Grundgebuehr",90,"CHF"
2022,225,"Rickenbach","35-L-Sack",1.8,"CHF"
2021,225,"Rickenbach","35-L-Sack",1.8,"CHF"
2020,225,"Rickenbach","35-L-Sack",1.8,"CHF"
2019,225,"Rickenbach","35-L-Sack",1.8,"CHF"
2018,225,"Rickenbach","35-L-Sack",1.8,"CHF"
2017,225,"Rickenbach","35-L-Sack",1.8,"CHF"
2016,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2015,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2014,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2013,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2012,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2011,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2010,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2009,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2008,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2007,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2006,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2005,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2004,225,"Rickenbach","35-L-Sack",1.5,"CHF"
2003,225,"Rickenbach","35-L-Sack",1.7,"CHF"
2002,225,"Rickenbach","35-L-Sack",1.7,"CHF"
2001,225,"Rickenbach","35-L-Sack",1.7,"CHF"
2000,225,"Rickenbach","35-L-Sack",1.7,"CHF"
2022,226,"Schlatt","Grundgebuehr",75,"CHF"
2021,226,"Schlatt","Grundgebuehr",75,"CHF"
2020,226,"Schlatt","Grundgebuehr",75,"CHF"
2019,226,"Schlatt","Grundgebuehr",75,"CHF"
2018,226,"Schlatt","Grundgebuehr",75,"CHF"
2017,226,"Schlatt","Grundgebuehr",75,"CHF"
2016,226,"Schlatt","Grundgebuehr",75,"CHF"
2015,226,"Schlatt","Grundgebuehr",75,"CHF"
2014,226,"Schlatt","Grundgebuehr",75,"CHF"
2013,226,"Schlatt","Grundgebuehr",75,"CHF"
2012,226,"Schlatt","Grundgebuehr",75,"CHF"
2011,226,"Schlatt","Grundgebuehr",75,"CHF"
2010,226,"Schlatt","Grundgebuehr",75,"CHF"
2009,226,"Schlatt","Grundgebuehr",100,"CHF"
2008,226,"Schlatt","Grundgebuehr",100,"CHF"
2007,226,"Schlatt","Grundgebuehr",100,"CHF"
2006,226,"Schlatt","Grundgebuehr",100,"CHF"
2005,226,"Schlatt","Grundgebuehr",100,"CHF"
2004,226,"Schlatt","Grundgebuehr",100,"CHF"
2003,226,"Schlatt","Grundgebuehr",100,"CHF"
2002,226,"Schlatt","Grundgebuehr",100,"CHF"
2001,226,"Schlatt","Grundgebuehr",100,"CHF"
2000,226,"Schlatt",NA,NA,"CHF"
2022,226,"Schlatt","35-L-Sack",2,"CHF"
2021,226,"Schlatt","35-L-Sack",2,"CHF"
2020,226,"Schlatt","35-L-Sack",2,"CHF"
2019,226,"Schlatt","35-L-Sack",2,"CHF"
2018,226,"Schlatt","35-L-Sack",2,"CHF"
2017,226,"Schlatt","35-L-Sack",2,"CHF"
2016,226,"Schlatt","35-L-Sack",2,"CHF"
2015,226,"Schlatt","35-L-Sack",2,"CHF"
2014,226,"Schlatt","35-L-Sack",2,"CHF"
2013,226,"Schlatt","35-L-Sack",2,"CHF"
2012,226,"Schlatt","35-L-Sack",2,"CHF"
2011,226,"Schlatt","35-L-Sack",2,"CHF"
2010,226,"Schlatt","35-L-Sack",2,"CHF"
2009,226,"Schlatt","35-L-Sack",2,"CHF"
2008,226,"Schlatt","35-L-Sack",2,"CHF"
2007,226,"Schlatt","35-L-Sack",2,"CHF"
2006,226,"Schlatt","35-L-Sack",2,"CHF"
2005,226,"Schlatt","35-L-Sack",2,"CHF"
2004,226,"Schlatt","35-L-Sack",2.5,"CHF"
2003,226,"Schlatt","35-L-Sack",2.5,"CHF"
2002,226,"Schlatt","35-L-Sack",2.5,"CHF"
2001,226,"Schlatt","35-L-Sack",2.5,"CHF"
2000,226,"Schlatt","35-L-Sack",2.5,"CHF"
2022,227,"Seuzach","Grundgebuehr",100,"CHF"
2021,227,"Seuzach","Grundgebuehr",110,"CHF"
2020,227,"Seuzach","Grundgebuehr",110,"CHF"
2019,227,"Seuzach","Grundgebuehr",110,"CHF"
2018,227,"Seuzach","Grundgebuehr",110,"CHF"
2017,227,"Seuzach","Grundgebuehr",125,"CHF"
2016,227,"Seuzach","Grundgebuehr",125,"CHF"
2015,227,"Seuzach","Grundgebuehr",125,"CHF"
2014,227,"Seuzach","Grundgebuehr",125,"CHF"
2013,227,"Seuzach","Grundgebuehr",140,"CHF"
2012,227,"Seuzach","Grundgebuehr",140,"CHF"
2011,227,"Seuzach","Grundgebuehr",140,"CHF"
2010,227,"Seuzach","Grundgebuehr",140,"CHF"
2009,227,"Seuzach","Grundgebuehr",140,"CHF"
2008,227,"Seuzach","Grundgebuehr",140,"CHF"
2007,227,"Seuzach","Grundgebuehr",140,"CHF"
2006,227,"Seuzach","Grundgebuehr",140,"CHF"
2005,227,"Seuzach","Grundgebuehr",140,"CHF"
2004,227,"Seuzach","Grundgebuehr",140,"CHF"
2003,227,"Seuzach","Grundgebuehr",140,"CHF"
2002,227,"Seuzach","Grundgebuehr",140,"CHF"
2001,227,"Seuzach","Grundgebuehr",140,"CHF"
2000,227,"Seuzach","Grundgebuehr",130,"CHF"
2022,227,"Seuzach","35-L-Sack",1.8,"CHF"
2021,227,"Seuzach","35-L-Sack",1.8,"CHF"
2020,227,"Seuzach","35-L-Sack",1.8,"CHF"
2019,227,"Seuzach","35-L-Sack",1.8,"CHF"
2018,227,"Seuzach","35-L-Sack",1.8,"CHF"
2017,227,"Seuzach","35-L-Sack",1.8,"CHF"
2016,227,"Seuzach","35-L-Sack",1.8,"CHF"
2015,227,"Seuzach","35-L-Sack",1.8,"CHF"
2014,227,"Seuzach","35-L-Sack",1.8,"CHF"
2013,227,"Seuzach","35-L-Sack",1.8,"CHF"
2012,227,"Seuzach","35-L-Sack",1.8,"CHF"
2011,227,"Seuzach","35-L-Sack",1.8,"CHF"
2010,227,"Seuzach","35-L-Sack",1.8,"CHF"
2009,227,"Seuzach","35-L-Sack",1.8,"CHF"
2008,227,"Seuzach","35-L-Sack",1.8,"CHF"
2007,227,"Seuzach","35-L-Sack",1.8,"CHF"
2006,227,"Seuzach","35-L-Sack",1.8,"CHF"
2005,227,"Seuzach","35-L-Sack",1.8,"CHF"
2004,227,"Seuzach","35-L-Sack",1.8,"CHF"
2003,227,"Seuzach","35-L-Sack",1.8,"CHF"
2002,227,"Seuzach","35-L-Sack",1.8,"CHF"
2001,227,"Seuzach","35-L-Sack",1.8,"CHF"
2000,227,"Seuzach","35-L-Sack",1.8,"CHF"
2022,228,"Turbenthal","Grundgebuehr",60,"CHF"
2021,228,"Turbenthal","Grundgebuehr",60,"CHF"
2020,228,"Turbenthal","Grundgebuehr",60,"CHF"
2019,228,"Turbenthal","Grundgebuehr",60,"CHF"
2018,228,"Turbenthal","Grundgebuehr",60,"CHF"
2017,228,"Turbenthal","Grundgebuehr",60,"CHF"
2016,228,"Turbenthal","Grundgebuehr",60,"CHF"
2015,228,"Turbenthal","Grundgebuehr",60,"CHF"
2014,228,"Turbenthal","Grundgebuehr",60,"CHF"
2013,228,"Turbenthal","Grundgebuehr",64.8,"CHF"
2012,228,"Turbenthal","Grundgebuehr",64.8,"CHF"
2011,228,"Turbenthal","Grundgebuehr",60,"CHF"
2010,228,"Turbenthal","Grundgebuehr",64.6,"CHF"
2009,228,"Turbenthal","Grundgebuehr",64.6,"CHF"
2008,228,"Turbenthal","Grundgebuehr",60,"CHF"
2007,228,"Turbenthal","Grundgebuehr",60,"CHF"
2006,228,"Turbenthal","Grundgebuehr",60,"CHF"
2005,228,"Turbenthal","Grundgebuehr",80,"CHF"
2004,228,"Turbenthal","Grundgebuehr",100,"CHF"
2003,228,"Turbenthal","Grundgebuehr",107.6,"CHF"
2002,228,"Turbenthal","Grundgebuehr",100,"CHF"
2001,228,"Turbenthal","Grundgebuehr",107.5,"CHF"
2000,228,"Turbenthal","Grundgebuehr",140,"CHF"
2022,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2021,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2020,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2019,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2018,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2017,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2016,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2015,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2014,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2013,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2012,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2011,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2010,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2009,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2008,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2007,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2006,228,"Turbenthal","35-L-Sack",1.5,"CHF"
2005,228,"Turbenthal","35-L-Sack",1.8,"CHF"
2004,228,"Turbenthal","35-L-Sack",1.8,"CHF"
2003,228,"Turbenthal","35-L-Sack",1.8,"CHF"
2002,228,"Turbenthal","35-L-Sack",2,"CHF"
2001,228,"Turbenthal","35-L-Sack",2.2,"CHF"
2000,228,"Turbenthal","35-L-Sack",2.5,"CHF"
2022,230,"Winterthur","Grundgebuehr",80,"CHF"
2021,230,"Winterthur","Grundgebuehr",80,"CHF"
2020,230,"Winterthur","Grundgebuehr",80,"CHF"
2019,230,"Winterthur","Grundgebuehr",80,"CHF"
2018,230,"Winterthur","Grundgebuehr",80,"CHF"
2017,230,"Winterthur","Grundgebuehr",80,"CHF"
2016,230,"Winterthur","Grundgebuehr",80,"CHF"
2015,230,"Winterthur","Grundgebuehr",80,"CHF"
2014,230,"Winterthur","Grundgebuehr",80,"CHF"
2013,230,"Winterthur","Grundgebuehr",80,"CHF"
2012,230,"Winterthur","Grundgebuehr",80,"CHF"
2011,230,"Winterthur","Grundgebuehr",80,"CHF"
2010,230,"Winterthur","Grundgebuehr",80,"CHF"
2009,230,"Winterthur","Grundgebuehr",80,"CHF"
2008,230,"Winterthur","Grundgebuehr",80,"CHF"
2007,230,"Winterthur","Grundgebuehr",80,"CHF"
2006,230,"Winterthur","Grundgebuehr",80,"CHF"
2005,230,"Winterthur","Grundgebuehr",80,"CHF"
2004,230,"Winterthur","Grundgebuehr",80,"CHF"
2003,230,"Winterthur","Grundgebuehr",80,"CHF"
2002,230,"Winterthur","Grundgebuehr",80,"CHF"
2001,230,"Winterthur","Grundgebuehr",80,"CHF"
2000,230,"Winterthur","Grundgebuehr",250,"CHF"
2022,230,"Winterthur","35-L-Sack",1.8,"CHF"
2021,230,"Winterthur","35-L-Sack",1.8,"CHF"
2020,230,"Winterthur","35-L-Sack",1.8,"CHF"
2019,230,"Winterthur","35-L-Sack",1.8,"CHF"
2018,230,"Winterthur","35-L-Sack",1.8,"CHF"
2017,230,"Winterthur","35-L-Sack",1.8,"CHF"
2016,230,"Winterthur","35-L-Sack",1.8,"CHF"
2015,230,"Winterthur","35-L-Sack",1.8,"CHF"
2014,230,"Winterthur","35-L-Sack",1.8,"CHF"
2013,230,"Winterthur","35-L-Sack",1.8,"CHF"
2012,230,"Winterthur","35-L-Sack",1.8,"CHF"
2011,230,"Winterthur","35-L-Sack",1.8,"CHF"
2010,230,"Winterthur","35-L-Sack",1.8,"CHF"
2009,230,"Winterthur","35-L-Sack",1.8,"CHF"
2008,230,"Winterthur","35-L-Sack",1.8,"CHF"
2007,230,"Winterthur","35-L-Sack",1.8,"CHF"
2006,230,"Winterthur","35-L-Sack",1.8,"CHF"
2005,230,"Winterthur","35-L-Sack",1.8,"CHF"
2004,230,"Winterthur","35-L-Sack",1.8,"CHF"
2003,230,"Winterthur","35-L-Sack",1.8,"CHF"
2002,230,"Winterthur","35-L-Sack",1.8,"CHF"
2001,230,"Winterthur","35-L-Sack",1.8,"CHF"
2000,230,"Winterthur","35-L-Sack",1.8,"CHF"
2022,231,"Zell","Grundgebuehr",102,"CHF"
2021,231,"Zell","Grundgebuehr",114,"CHF"
2020,231,"Zell","Grundgebuehr",102,"CHF"
2019,231,"Zell","Grundgebuehr",102,"CHF"
2018,231,"Zell","Grundgebuehr",102,"CHF"
2017,231,"Zell","Grundgebuehr",102,"CHF"
2016,231,"Zell","Grundgebuehr",102,"CHF"
2015,231,"Zell","Grundgebuehr",102,"CHF"
2014,231,"Zell","Grundgebuehr",102,"CHF"
2013,231,"Zell","Grundgebuehr",102,"CHF"
2012,231,"Zell","Grundgebuehr",102,"CHF"
2011,231,"Zell","Grundgebuehr",102,"CHF"
2010,231,"Zell","Grundgebuehr",102,"CHF"
2009,231,"Zell","Grundgebuehr",102,"CHF"
2008,231,"Zell","Grundgebuehr",102,"CHF"
2007,231,"Zell","Grundgebuehr",102,"CHF"
