"Jahr","Gemeinde_Nr","Gemeinde","Messkategorie","Wert","Einheit"
2008,153,"Hombrechtikon","Grundgebuehr",161.4,"CHF"
2007,153,"Hombrechtikon","Grundgebuehr",161.4,"CHF"
2006,153,"Hombrechtikon","Grundgebuehr",161.4,"CHF"
2005,153,"Hombrechtikon","Grundgebuehr",161.4,"CHF"
2004,153,"Hombrechtikon","Grundgebuehr",150,"CHF"
2003,153,"Hombrechtikon","Grundgebuehr",150,"CHF"
2002,153,"Hombrechtikon","Grundgebuehr",150.65,"CHF"
2001,153,"Hombrechtikon","Grundgebuehr",150.65,"CHF"
2000,153,"Hombrechtikon","Grundgebuehr",150.5,"CHF"
2022,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2021,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2020,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2019,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2018,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2017,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2016,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2015,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2014,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2013,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2012,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2011,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2010,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2009,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2008,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2007,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2006,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2005,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2004,153,"Hombrechtikon","35-L-Sack",1.6,"CHF"
2003,153,"Hombrechtikon","35-L-Sack",1.8,"CHF"
2002,153,"Hombrechtikon","35-L-Sack",1.8,"CHF"
2001,153,"Hombrechtikon","35-L-Sack",1.8,"CHF"
2000,153,"Hombrechtikon","35-L-Sack",1.8,"CHF"
2022,154,"Küsnacht","Grundgebuehr",75.4,"CHF"
2021,154,"Küsnacht","Grundgebuehr",75.4,"CHF"
2020,154,"Küsnacht","Grundgebuehr",75.4,"CHF"
2019,154,"Küsnacht","Grundgebuehr",75.4,"CHF"
2018,154,"Küsnacht","Grundgebuehr",75.4,"CHF"
2017,154,"Küsnacht","Grundgebuehr",75.6,"CHF"
2016,154,"Küsnacht","Grundgebuehr",75.6,"CHF"
2015,154,"Küsnacht","Grundgebuehr",75.6,"CHF"
2014,154,"Küsnacht","Grundgebuehr",75.6,"CHF"
2013,154,"Küsnacht","Grundgebuehr",75.6,"CHF"
2012,154,"Küsnacht","Grundgebuehr",75.3,"CHF"
2011,154,"Küsnacht","Grundgebuehr",75.3,"CHF"
2010,154,"Küsnacht","Grundgebuehr",75.3,"CHF"
2009,154,"Küsnacht","Grundgebuehr",75.3,"CHF"
2008,154,"Küsnacht","Grundgebuehr",75.3,"CHF"
2007,154,"Küsnacht","Grundgebuehr",75.3,"CHF"
2006,154,"Küsnacht","Grundgebuehr",75.3,"CHF"
2005,154,"Küsnacht","Grundgebuehr",80,"CHF"
2004,154,"Küsnacht","Grundgebuehr",80,"CHF"
2003,154,"Küsnacht","Grundgebuehr",86.1,"CHF"
